Date,Adj Close,Close,High,Low,Open,Volume
2025-02-24T14:30:00,,602.1400146484375,602.1799926757812,601.77001953125,602.02001953125,2035659.0
2025-02-24T14:31:00,,602.3599853515625,602.4600219726562,602.0900268554688,602.1500244140625,147207.0
2025-02-24T14:32:00,,602.86328125,603.030029296875,602.3699951171875,602.4199829101562,152520.0
2025-02-24T14:33:00,,602.22998046875,602.8499755859375,602.1699829101562,602.8255004882812,135326.0
2025-02-24T14:34:00,,602.14501953125,602.4000244140625,602.14501953125,602.219970703125,103663.0
2025-02-24T14:35:00,,601.6400146484375,601.6400146484375,601.6400146484375,601.6400146484375,230342.0
2025-02-24T14:36:00,,601.52001953125,601.8099975585938,601.4500122070312,601.52001953125,128849.0
2025-02-24T14:37:00,,601.1925048828125,601.5250244140625,601.0750122070312,601.5250244140625,130453.0
2025-02-24T14:38:00,,601.3599853515625,601.6599731445312,601.1599731445312,601.1751708984375,181959.0
2025-02-24T14:39:00,,601.27001953125,601.5800170898438,601.239990234375,601.3800048828125,105790.0
2025-02-24T14:40:00,,601.4249877929688,601.4249877929688,601.4249877929688,601.4249877929688,134243.0
2025-02-24T14:41:00,,601.22998046875,601.5999755859375,601.1699829101562,601.4400024414062,122148.0
2025-02-24T14:42:00,,601.25,601.3599853515625,601.1900024414062,601.2249755859375,67124.0
2025-02-24T14:43:00,,600.8699951171875,601.3099975585938,600.739990234375,601.260009765625,183048.0
2025-02-24T14:44:00,,601.0599975585938,601.1500244140625,600.6500244140625,600.8499755859375,177273.0
2025-02-24T14:45:00,,601.1992797851562,601.3049926757812,601.0499877929688,601.1500244140625,0.0
2025-02-24T14:46:00,,600.8900146484375,601.3099975585938,600.75,601.2000122070312,139436.0
2025-02-24T14:47:00,,600.9000244140625,601.0399780273438,600.8400268554688,600.8900146484375,92835.0
2025-02-24T14:48:00,,600.8699951171875,601.0,600.7984008789062,600.8900146484375,49718.0
2025-02-24T14:49:00,,600.594970703125,600.8699951171875,600.3599853515625,600.8300170898438,176435.0
2025-02-24T14:50:00,,600.4400024414062,600.6199951171875,600.3099975585938,600.5800170898438,119288.0
2025-02-24T14:51:00,,600.27001953125,600.489990234375,600.2050170898438,600.4400024414062,98482.0
2025-02-24T14:52:00,,600.0499877929688,600.2650146484375,599.9400024414062,600.2100219726562,216809.0
2025-02-24T14:53:00,,599.510009765625,600.0900268554688,599.3499755859375,600.030029296875,269908.0
2025-02-24T14:54:00,,599.6500244140625,599.6900024414062,599.4199829101562,599.5299072265625,146927.0
2025-02-24T14:55:00,,599.1500244140625,599.5700073242188,599.1500244140625,599.5599975585938,165512.0
2025-02-24T14:56:00,,599.52001953125,599.52001953125,599.1325073242188,599.14501953125,235303.0
2025-02-24T14:57:00,,598.9099731445312,599.5399780273438,598.8699951171875,599.469970703125,172852.0
2025-02-24T14:58:00,,598.9099731445312,598.9500122070312,598.6849975585938,598.9099731445312,167235.0
2025-02-24T14:59:00,,598.760009765625,598.997314453125,598.6312866210938,598.8800048828125,159983.0
2025-02-24T15:00:00,,598.864990234375,598.864990234375,598.864990234375,598.864990234375,0.0
2025-02-24T14:30:00,,602.1400146484375,602.1799926757812,601.77001953125,602.02001953125,2035659.0
2025-02-24T14:31:00,,602.3599853515625,602.4600219726562,602.0900268554688,602.1500244140625,147207.0
2025-02-24T14:32:00,,602.86328125,603.030029296875,602.3699951171875,602.4199829101562,152520.0
2025-02-24T14:33:00,,602.22998046875,602.8499755859375,602.1699829101562,602.8255004882812,135326.0
2025-02-24T14:34:00,,602.14501953125,602.4000244140625,602.14501953125,602.219970703125,103663.0
2025-02-24T14:35:00,,601.6400146484375,601.6400146484375,601.6400146484375,601.6400146484375,230342.0
2025-02-24T14:36:00,,601.52001953125,601.8099975585938,601.4500122070312,601.52001953125,128849.0
2025-02-24T14:37:00,,601.1925048828125,601.5250244140625,601.0750122070312,601.5250244140625,130453.0
2025-02-24T14:38:00,,601.3599853515625,601.6599731445312,601.1599731445312,601.1751708984375,181959.0
2025-02-24T14:39:00,,601.27001953125,601.5800170898438,601.239990234375,601.3800048828125,105790.0
2025-02-24T14:40:00,,601.4249877929688,601.4249877929688,601.4249877929688,601.4249877929688,134243.0
2025-02-24T14:41:00,,601.22998046875,601.5999755859375,601.1699829101562,601.4400024414062,122148.0
2025-02-24T14:42:00,,601.25,601.3599853515625,601.1900024414062,601.2249755859375,67124.0
2025-02-24T14:43:00,,600.8699951171875,601.3099975585938,600.739990234375,601.260009765625,183048.0
2025-02-24T14:44:00,,601.0599975585938,601.1500244140625,600.6500244140625,600.8499755859375,177273.0
2025-02-24T14:45:00,,601.1900024414062,601.3099975585938,601.0499877929688,601.0800170898438,80678.0
2025-02-24T14:46:00,,600.9400024414062,601.3200073242188,600.75,601.2000122070312,138851.0
2025-02-24T14:47:00,,600.9000244140625,601.0399780273438,600.8400268554688,600.8800048828125,93210.0
2025-02-24T14:48:00,,600.8699951171875,601.02001953125,600.7984008789062,600.8800048828125,47450.0
2025-02-24T14:49:00,,600.594970703125,600.8800048828125,600.3599853515625,600.594970703125,179006.0
2025-02-24T14:50:00,,600.4400024414062,600.6199951171875,600.2999877929688,600.5800170898438,119335.0
2025-02-24T14:51:00,,600.25,600.489990234375,600.2050170898438,600.25,98086.0
2025-02-24T14:52:00,,600.0399780273438,600.2650146484375,599.9400024414062,600.22998046875,217219.0
2025-02-24T14:53:00,,599.510009765625,599.510009765625,599.510009765625,599.510009765625,268306.0
2025-02-24T14:54:00,,599.5900268554688,599.6900024414062,599.4199829101562,599.489990234375,148658.0
2025-02-24T14:55:00,,599.1500244140625,599.5700073242188,599.1500244140625,599.5599975585938,165697.0
2025-02-24T14:56:00,,599.52001953125,599.52001953125,599.1325073242188,599.14501953125,235028.0
2025-02-24T14:57:00,,598.9099731445312,599.5399780273438,598.8699951171875,598.9099731445312,172802.0
2025-02-24T14:58:00,,598.9099731445312,598.9500122070312,598.6849975585938,598.9099731445312,167637.0
2025-02-24T14:59:00,,598.760009765625,599.0,598.6312866210938,598.8800048828125,159975.0
2025-02-24T15:00:00,,599.0,599.1699829101562,598.6699829101562,598.760009765625,274538.0
2025-02-24T15:01:00,,597.9400024414062,599.0,597.9199829101562,599.0,372221.0
2025-02-24T15:02:00,,598.030029296875,598.3001098632812,597.9299926757812,597.9500122070312,195650.0
2025-02-24T15:03:00,,597.489990234375,598.0399780273438,597.4299926757812,598.0399780273438,342459.0
2025-02-24T15:04:00,,597.3699951171875,597.6599731445312,597.0900268554688,597.489990234375,246430.0
2025-02-24T15:05:00,,597.0399780273438,597.5,596.9400024414062,597.0399780273438,292988.0
2025-02-24T15:06:00,,596.8300170898438,597.0499877929688,596.6199951171875,597.0399780273438,324429.0
2025-02-24T15:07:00,,596.6400146484375,597.1500244140625,596.489990234375,596.8200073242188,257242.0
2025-02-24T15:08:00,,597.6099853515625,597.77001953125,596.6500244140625,597.6099853515625,436213.0
2025-02-24T15:09:00,,597.9000244140625,598.260009765625,597.52001953125,597.9000244140625,222861.0
2025-02-24T15:10:00,,598.4500122070312,598.5599975585938,597.8400268554688,597.9199829101562,201229.0
2025-02-24T15:11:00,,598.2492065429688,598.639892578125,598.1900024414062,598.4500122070312,176566.0
2025-02-24T15:12:00,,598.4500122070312,598.5700073242188,598.2000122070312,598.25,9807232.0
2025-02-24T15:13:00,,598.5999755859375,598.739990234375,598.1699829101562,598.4400024414062,113345.0
2025-02-24T15:14:00,,598.989990234375,599.1199951171875,598.5999755859375,598.5999755859375,204176.0
2025-02-24T15:15:00,,599.0800170898438,599.22998046875,598.7899780273438,598.9500122070312,141532.0
2025-02-24T15:16:00,,599.3300170898438,599.3798828125,598.9600219726562,599.3300170898438,181805.0
2025-02-24T15:17:00,,598.8400268554688,599.4450073242188,598.7949829101562,599.3499755859375,157971.0
2025-02-24T15:18:00,,598.5599975585938,598.9000854492188,598.510009765625,598.8200073242188,133146.0
2025-02-24T15:19:00,,598.3200073242188,598.5700073242188,598.1099853515625,598.5599975585938,202327.0
2025-02-24T15:20:00,,598.530029296875,598.7899780273438,598.2999877929688,598.3099975585938,127226.0
2025-02-24T15:21:00,,598.760009765625,599.0499877929688,598.5850219726562,598.5850219726562,107494.0
2025-02-24T15:22:00,,598.8499755859375,598.9500122070312,598.6099853515625,598.760009765625,163665.0
2025-02-24T15:23:00,,598.9099731445312,599.219970703125,598.72998046875,598.9099731445312,113360.0
2025-02-24T15:24:00,,599.0999755859375,599.1199951171875,598.7833251953125,598.969970703125,57562.0
2025-02-24T15:25:00,,598.9000244140625,599.1400146484375,598.7000122070312,599.0800170898438,46310.0
2025-02-24T15:26:00,,598.4500122070312,598.9400024414062,598.4099731445312,598.8699951171875,93276.0
