Daily,Weekly,Monthly,Quarterly,Annual,YTD
0.004331664324577877,-0.0437941795448914,0.05916896527687876,0.05916896527687876,0.4744574141216136,0.377758868604404
0.0018415080060714129,0.01979832103468593,0.22357527378827813,0.22357527378827813,-0.048425121548614336,-0.10925636420529972
-0.030738003765392596,0.052256556633833995,-0.045358929218897726,-0.045358929218897726,-0.011053025911027192,-0.17523383945137583
-0.011275075619531783,0.041146701781313855,-0.02023634142152697,-0.02023634142152697,0.02259761994618792,-0.059731326048318656
-0.01006776006172494,0.0327974004126903,-0.032724373081211566,-0.032724373081211566,0.2036978301585053,0.0030077292144730094
-0.0044979507449107725,0.06741800724610458,-0.05343722196485223,-0.05343722196485223,-0.007169053264912351,-0.13680065585013423
0.018881868819958125,0.09481487173726211,-0.043441182080437124,-0.043441182080437124,-0.07824960640920964,-0.07403516260187915
-0.02375756942893792,0.021649011762554293,-0.0839052591928553,-0.0839052591928553,-0.14319149653908325,-0.4314823711619653
-0.013215365902512488,0.09516117151697268,0.06562539731965544,0.06562539731965544,0.1419797782459189,-0.05084577764840259
-0.0018887122807509371,0.05356192043749952,0.08797688689291805,0.08797688689291805,0.1314587411563919,0.2548678002342557
-0.006376295234380769,0.03311485946631265,-0.01236524139549633,-0.01236524139549633,0.08438943609848448,-0.011066819637779224
0.001098523882540503,0.0014652350419499527,-0.042046276259458226,-0.042046276259458226,-0.014355688991519289,-0.0785304994174123
0.0020103065845351598,-0.05782690225850173,-0.10244097879319403,-0.10244097879319403,-0.15775239443441502,-0.09613288283972043
-0.017400913907888338,0.0383411897457675,0.019266529142549338,0.019266529142549338,-0.10404000278507741,-0.16371284321203983
0.0,0.0627447795690439,-0.05774203794291244,-0.05774203794291244,0.39302114053468373,0.07218664374006378
-0.009505384658927696,0.07180953252883171,0.13287703910053317,0.13287703910053317,0.1489767719772881,0.2563793166300359
0.0,-0.011603671007620497,0.0003011784554713959,0.0003011784554713959,-0.14623486633314464,-0.08459629697916804
-0.025416465621124984,0.06900669265496129,-0.029361425745110026,-0.029361425745110026,-0.25000000000000067,-0.3040225517196983
-0.0021692469831258165,0.015452470547938635,-0.15750918086188748,-0.15750918086188748,-0.3312333781470117,-0.17059679396667515
-0.01229515846146001,0.007136432160631534,-0.006658231275061044,-0.006658231275061044,0.15411770631025856,0.03423262818056849
-0.022954672816664634,-0.019914990363765317,-0.1407437074835004,-0.1407437074835004,-0.27550516118474666,-0.2261054095695184
-0.010859793577821852,0.22434845881021803,0.3604193708154151,0.3604193708154151,3.8714212328933426,0.5270566996208346
0.05157256384033837,-0.07106662662678076,0.2875481228458485,0.2875481228458485,0.4779238008268656,0.41481860031395734
0.0018742222351091353,0.03218193478561915,0.09602460664383905,0.09602460664383905,0.44693590400194005,0.07204704724700695
-0.020531231498170932,-0.010372036892913328,-0.18441025813158318,-0.18441025813158318,-0.07635638011336354,-0.05968685645324845
-0.041564809279134196,0.00771207469941948,-0.14596951067990538,-0.14596951067990538,-0.8406504058737031,-0.6219864879889916
-0.022395848337974256,0.030186672071170317,-0.059619172409417165,-0.059619172409417165,-0.09382004075969297,0.09824783860513664
0.009443598789396823,0.020030964899997006,-0.011579468335947363,-0.011579468335947363,0.41645075354718597,0.15013414798832803
-0.028913492081502512,0.04341782360340374,-0.1302553713996798,-0.1302553713996798,-0.34721849609075595,-0.023150326904662455
-0.013410015480825321,0.07759830954204938,-0.018915212450513752,-0.018915212450513752,-0.22210782443130195,-0.15245717998695618
-0.019120624919679474,0.09607558600511834,-0.13212102437771134,-0.13212102437771134,-0.46408021983026815,-0.13536944937180362
-0.009791127154421986,0.0011969464200163316,-0.030028118573646845,-0.030028118573646845,0.043158440631744455,-0.07907912434607312
0.0006625744339281425,0.0038066760290786927,0.007459039777134802,0.007459039777134802,0.05224745157896038,0.02344298661406663
-0.03062669501352755,-0.004534779927237276,-0.1478837649428082,-0.1478837649428082,-0.02759288123571213,-0.05389884536720291
-0.051142290369548316,-0.1383707714328407,-0.270427058591722,-0.270427058591722,-0.6367065224618652,-0.3656109855582492
-0.016267943089134596,0.07285425836364268,0.023497642872479574,0.023497642872479574,0.14850731785220384,-0.06693203401517878
-0.11171666397281832,0.029473656102230628,-0.052325579246272014,-0.052325579246272014,0.17125739954155095,-0.39367636442540355
-0.0030052262703397226,0.044382705482072904,-0.09232826289650131,-0.09232826289650131,-0.22551292008107715,-0.34951939728077086
0.0,0.19512198490446964,-0.03921564960882995,-0.03921564960882995,0.42028988762278363,-0.5265700238268853
-0.05666316652504988,0.056404175008982094,0.03690884567569741,0.03690884567569741,-0.5182208014666754,-0.6466195132707304
-0.009716002490957387,-0.05995035480811195,-0.14818388042132113,-0.14818388042132113,-0.1437803118980211,-0.13511747624404746
-0.0033411707186188355,0.022000565135480876,0.06174031836630012,0.06174031836630012,0.05482512774238413,-0.009246375516293814
-0.012770705356317968,0.0847164632338282,-0.02225936136474238,-0.02225936136474238,0.24541740651151822,0.0049656205682147014
-0.01621845145538947,0.12880039803982912,0.2025640029148279,0.2025640029148279,0.10005578809833993,0.2207059494165906
-0.002479035376487748,0.08333333333333348,-0.05860073541717681,-0.05860073541717681,-0.3280472194998363,-0.140566697896917
0.00037858175790428383,0.09235785846888356,-0.10062007945002349,-0.10062007945002349,0.6213361353199773,0.3999412280640309
-0.004860893668606425,0.004568535782313088,-0.04211036833862791,-0.04211036833862791,0.09903736447214695,0.10230223280900086
